,nose,left_eye,right_eye,left_ear,right_ear,left_shoulder,right_shoulder,left_elbow,right_elbow,left_wrist,right_wrist,left_hip,right_hip,left_knee,right_knee,left_ankle,right_ankle,LE_angle,RE_angle,Xbound,Ybound,frame_num,action
832,[        812       332.5],[      825.5         319],[      805.5       321.5],[        865         323],[        809      330.75],[        893       415.5],[      804.5         416],[        831         504],[      755.5       506.5],[        763      441.75],[      743.5       449.5],[        871       626.5],[      808.5         625],[        873         781],[        818       778.5],[        899         936],[        831       918.5],82.54147061203736,40.32138805614014,"[704.3125, 928.3125]","[263.5, 1001.5]",833,clap
833,[      810.5         333],[      824.5      319.25],[      804.5       321.5],[      863.5       323.5],[      807.5       330.5],[        891      415.25],[      803.5       416.5],[        831       504.5],[        755      506.25],[        762      443.25],[      740.5      447.25],[      870.5         627],[      808.5         626],[      872.5         782],[        818         779],[        897         937],[        831         919],82.31685271301679,42.19386177508314,"[703.5, 926.875]","[264.0625, 1002.0625]",834,clap
834,[        810      333.25],[        823       319.5],[      803.5         322],[      862.5       323.5],[        807       330.5],[        891       415.5],[      803.5         416],[      831.5      504.75],[        758       507.5],[        761      443.75],[        736      450.25],[        870       626.5],[        808       625.5],[      871.5       781.5],[        818         779],[      895.5       936.5],[        831       918.5],82.82212778093238,47.46042084556137,"[703.375, 926.25]","[264.125, 1002.125]",835,clap
835,[        809         333],[        822      319.25],[      802.5         322],[      861.5         323],[        806       330.5],[      890.5      415.25],[      803.5         416],[        832      504.75],[      758.5       507.5],[        760      443.25],[      731.5         450],[      869.5       626.5],[      807.5       625.5],[        871         781],[        818         779],[        895         936],[        831         918],82.66703828849974,51.34122783595525,"[698.3125, 925.4375]","[264.0, 1002.0]",836,clap
836,[        808      333.25],[      821.5      319.25],[      801.5         322],[      860.5         323],[      805.5       330.5],[      890.5         415],[      803.5         416],[        833       505.5],[        758      507.75],[      760.5      444.25],[        730      451.25],[      869.5       626.5],[      807.5         626],[        871         781],[        818         779],[        895         936],[      831.5       918.5],82.23816215535179,52.7392774207145,"[690.0, 925.0]","[264.0, 1002.0]",837,clap
837,[      807.5       333.5],[      820.5      319.75],[        801      322.25],[        860       323.5],[      804.5       330.5],[        890         415],[        803         416],[        833      505.25],[        758       508.5],[        760       445.5],[        731         454],[        869         627],[        807       626.5],[        871         782],[        818         779],[        896       936.5],[        831         919],82.97555392068644,52.29670136779428,"[694.5, 925.0]","[263.9375, 1001.9375]",838,clap
838,[        807       334.5],[        820       320.5],[      800.5         323],[        859      323.75],[        804         331],[      889.5       415.5],[      801.5         417],[        832      505.25],[        757      509.25],[      759.5      448.25],[      732.5      462.75],[      868.5         628],[      806.5         627],[        871         783],[      817.5       779.5],[        896       937.5],[      830.5         919],84.4717346602294,53.53588246745606,"[696.0, 924.625]","[264.3125, 1002.3125]",839,clap
839,[      806.5       335.5],[      819.5       321.5],[      799.5         324],[      858.5       324.5],[      802.5         332],[      889.5       415.5],[      800.5       418.5],[        832      505.75],[        757      510.25],[        758      451.25],[        731      467.25],[        868         628],[        806       627.5],[        871       782.5],[      817.5         780],[      895.5         938],[      830.5       919.5],86.13084701396727,56.52561012958221,"[695.0625, 924.3125]","[264.875, 1002.875]",840,clap
840,[        806      336.25],[        819         322],[        799         325],[      858.5       324.5],[        802         333],[      889.5      416.75],[      799.5         420],[      831.5      507.25],[        759         512],[        753         455],[      726.5      468.25],[        868         629],[      805.5         628],[        872         783],[        818         780],[        896         938],[      830.5         920],89.0072212718312,60.36700379443431,"[689.3125, 924.8125]","[265.5625, 1003.5625]",841,clap
841,[        806       336.5],[        819      322.25],[        799       325.5],[      858.5       325.5],[      802.5         334],[        890      417.75],[        798      421.25],[        832       508.5],[      760.5         515],[        748         462],[        723      476.75],[        869         630],[        806         630],[        873         784],[      818.5         781],[      896.5         939],[        831         920],93.61573616124359,66.2341430764939,"[682.625, 925.125]","[265.8125, 1003.8125]",842,clap
